"SiteName","-30","-29","-28","-27","-26","-25","-24","-23","-22","-21","-20","-19","-18","-17","-16","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59"
"Site_38",0.11,0.34,0.42,0.4,0.1,0.48,0.44,0.57,0.15,0.16,0.26,0,0.38,0.49,0.28,0.25,0.28,0.18,0.03,0.44,0.26,0.13,0.01,0.39,0.13,0.3,0.32,0.18,0.17,0.15,0.27,0.27,0.19,0.13,0.12,0.37,0.37,0.34,0.16,0.27,0.37,0.07,0,0.07,0.29,0.31,0.21,0.04,0.13,0.29,0.88,0.8,0.24,0.01,0.51,0.57,0.31,0.47,0.69,0.83,0.43,0.3,0.09,0.27,0.27,0,0.17,0.2,0.11,0.17,0.11,0.05,0.03,0.56,0.65,0.17,0.03,0.11,0.06,0.09,0.03,0.03,0.06,0.63,0,0.47,0.04,0.13,0.7,0.2
"Site_39",0.02,0.03,0.03,0.26,0.25,0.12,0.38,0.28,0.22,0.27,0.25,0.3,0.28,0.09,0.26,0.17,0.19,0.71,0.42,0.19,0.07,0.05,0.29,0.53,0.55,0.52,0.32,0,0.17,0.51,0,0.11,0.25,0.15,0.1,0.16,0.79,0.35,0.03,0.01,0.58,0.24,0.22,0.22,0.23,0.25,0.41,0.39,0.39,0.22,0.25,0.41,0.67,0.01,0.05,0.62,0.25,0.28,0.25,0.21,0.28,0.44,0.22,0.39,0.11,0.02,0.35,0.37,0,0.11,0.88,0.39,0.33,0.04,0.27,0.35,0.06,0.37,0.47,0.21,0.3,0.16,0.17,0.38,0.24,0,0.94,0.55,0.35,0.32
"Site_40",0.25,1.12,1.26,1,0.16,0.63,1.5,1.52,0.05,0.39,0.21,0,0.34,1.15,0.3,0.63,0.85,0.11,0.08,0.73,0.69,0.13,0,0.49,0.24,1.13,0.52,0.28,0.23,0.31,0.36,0.35,0.25,0.3,0.03,0.18,0.26,0.26,0.01,0.25,0.65,0.27,0,0,0.42,0.21,0.13,0,0.34,0.2,0.87,1,0.02,0,0.23,0.73,0.91,1.24,0.34,0.26,0.14,0.06,0.01,0,0.39,0.24,0.03,0.69,0,0.37,0.48,0,0,0.22,1.24,0.1,0.34,0,0.09,0.29,0.54,0,0,1.48,0.09,0.11,0,0.01,1.64,0.31
"Site_41",0.16,0,0,0.81,0.84,0.45,0.29,0.53,0.4,0.45,0.23,0.51,0.31,0.52,0.49,0.27,0.01,0.34,0.44,0.07,0,0,0.54,0.43,0.63,0.81,0.43,0,0.01,0.76,0.05,0.01,0.81,0.03,0.16,0.14,0.03,0.4,0,0.01,0.16,0.69,0.31,0.28,0.43,0.9,0.59,1.12,0.08,0.29,0.03,0.31,0.38,0,0,1.49,0.4,0.52,0.71,0,0.02,0.77,0.6,0.43,0.29,0.14,0.84,0.09,0.01,0.01,1.71,1.34,0.82,0.02,0,0.39,0.03,0.57,1.23,0.41,0.76,0.23,0.21,0.61,1.27,0.03,0.29,0.78,0.74,1.14
"Site_42",0.28,0.32,0.44,0.56,0,0.67,0.7,0.61,0.12,0.37,0.3,0,0.48,0.66,0.32,0.32,0.36,0.13,0.12,0.52,0.37,0.13,0.11,0.35,0.14,0.28,0.45,0.23,0.19,0.16,0.26,0.24,0.21,0.25,0.15,0.38,0.34,0.32,0.16,0.44,0.4,0.08,0.07,0.12,0.42,0.35,0.17,0.06,0.15,0.2,1.08,0.68,0.07,0.03,0.43,0.62,0.4,0.71,0.61,0.63,0.5,0.28,0.06,0.19,0.29,0.03,0.24,0.35,0.13,0.22,0.1,0.02,0.01,0.51,0.71,0.18,0,0.03,0.04,0.12,0,0,0.04,1.05,0.01,0.32,0,0.04,0.45,0.37
"Site_43",0.19,0.01,0.01,0.6,0.35,0.3,0.47,0.4,0.28,0.33,0.18,0.35,0.31,0.26,0.44,0.17,0.04,0.62,0.38,0.1,0,0.06,0.36,0.53,0.98,0.81,0.28,0,0.06,0.36,0.05,0.01,0.25,0.08,0.2,0.14,0.61,0.25,0.01,0.01,0.5,0.6,0.3,0.25,0.26,0.62,0.63,0.49,0.28,0.23,0.23,0.46,0.65,0.03,0.01,0.83,0.36,0.46,0.48,0.04,0.17,0.64,0.54,0.35,0.04,0.16,0.41,0,0.03,0.01,1.27,0.96,0.67,0.1,0.12,0.25,0.02,0.64,0.66,0.29,0.43,0.13,0.25,0.24,0.08,0.04,0.77,0.67,0.41,0.53
"Site_44",0.04,0.14,0.15,0.12,0,0.69,0.94,0.57,0.04,0.13,0.26,0.05,0.64,0.39,0.25,0.16,0.21,0.19,0.1,0.56,0.42,0.13,0.03,0.23,0.22,0.17,0.11,0.11,0.11,0.09,0.21,0.18,0.19,0.13,0.03,0.38,0.2,0.23,0.22,0.32,0.24,0.01,0.08,0.09,0.23,0.25,0.07,0.07,0.16,0.01,0.52,0.61,0.01,0.01,0.45,0.43,0.22,0.29,0.13,0.68,0.7,0.58,0.07,0.46,0.3,0,0.31,0.11,0.11,0.15,0.08,0.01,0.02,0.45,0.57,0.08,0.02,0.02,0.08,0.12,0.02,0.02,0.1,0.3,0.02,0.23,0.02,0.12,0.87,0.06
"Site_45",0.04,0.03,0.06,0.3,0.26,0.24,0.39,0.29,0.26,0.25,0.28,0.27,0.27,0.17,0.29,0.2,0.2,0.77,0.39,0.2,0.06,0.15,0.35,0.53,0.68,0.58,0.32,0,0.15,0.49,0.01,0.09,0.24,0.17,0.16,0.18,0.81,0.34,0.03,0.04,0.71,0.27,0.2,0.16,0.2,0.26,0.5,0.43,0.42,0.27,0.26,0.34,0.57,0.03,0.06,0.67,0.21,0.31,0.24,0.22,0.32,0.51,0.23,0.31,0.09,0.01,0.25,0.08,0,0.1,1.21,0.36,0.27,0.03,0.3,0.34,0.05,0.24,0.33,0.2,0.28,0.17,0.2,0.29,0.27,0,0.99,0.55,0.34,0.31
"Site_46",0.24,0.01,0,0.68,0.35,0.22,0.4,0.37,0.22,0.3,0.07,0.37,0.33,0.15,0.26,0.11,0.03,0.54,0.29,0.03,0,0.01,0.3,0.51,0.81,0.77,0.31,0.03,0.02,0.32,0.02,0,0.3,0.01,0,0.01,0.37,0.2,0,0.01,0.43,0.64,0.32,0.23,0.27,0.64,0.68,0.51,0.16,0.23,0.18,0.44,0.63,0,0,0.75,0.3,0.47,0.54,0,0.16,0.72,0.67,0.27,0.05,0.03,0.64,0,0.02,0,1.6,1.11,0.72,0.04,0.05,0.18,0.02,0.53,0.57,0.31,0.36,0.01,0.14,0.3,0.22,0.04,0.66,0.74,0.55,0.51
"Site_47",0.04,0.18,0.13,0.28,0,0.71,0.7,0.35,0.07,0.17,0.22,0.05,0.44,0.35,0.21,0.18,0.26,0.15,0.02,0.36,0.24,0,0,0.2,0.21,0.28,0.21,0.11,0.1,0.13,0.22,0.2,0.16,0.17,0.12,0.25,0.18,0.19,0.21,0.28,0.24,0.02,0,0.07,0.19,0.23,0.09,0.08,0.24,0.16,0.56,0.77,0.03,0,0.49,0.39,0.21,0.46,0.4,0.67,0.6,0.48,0.08,0.35,0.26,0.01,0.2,0.17,0.05,0.22,0.15,0,0.01,0.51,0.52,0.11,0.03,0.16,0.07,0.18,0.01,0.02,0,0.44,0.02,0.25,0,0.17,0.77,0.09
"Site_48",0.04,0.18,0.13,0.28,0,0.71,0.7,0.35,0.07,0.17,0.22,0.05,0.44,0.35,0.21,0.18,0.26,0.15,0.02,0.36,0.24,0,0,0.2,0.21,0.28,0.21,0.11,0.1,0.13,0.22,0.2,0.16,0.17,0.12,0.25,0.18,0.19,0.21,0.28,0.24,0.02,0,0.07,0.19,0.23,0.09,0.07,0.24,0.16,0.56,0.77,0.03,0,0.49,0.39,0.21,0.46,0.39,0.67,0.6,0.48,0.07,0.35,0.26,0.01,0.2,0.17,0.05,0.22,0.15,0,0.01,0.51,0.52,0.11,0.03,0.16,0.07,0.18,0.01,0.02,0,0.44,0.02,0.25,0,0.17,0.77,0.09
"Site_49",0.04,0,0.01,0.29,0.21,0.17,0.32,0.25,0.26,0.24,0.21,0.24,0.23,0.04,0.17,0.17,0.17,0.64,0.35,0.21,0,0.02,0.26,0.35,0.51,0.42,0.3,0,0.19,0.51,0.09,0.08,0.23,0.15,0.12,0.16,0.59,0.31,0.06,0.03,0.58,0.37,0.2,0.16,0.21,0.32,0.35,0.32,0.35,0.18,0.21,0.37,0.54,0.03,0.03,0.44,0.22,0.2,0.19,0.19,0.25,0.43,0.3,0.3,0.09,0.04,0.17,0.01,0,0.07,0.87,0.5,0.29,0,0.26,0.24,0.06,0.36,0.38,0.27,0.38,0.19,0.13,0.29,0.19,0,0.63,0.49,0.28,0.26
"Site_50",0.23,0.02,0,0.73,0.25,0.22,0.28,0.32,0.27,0.24,0.22,0.26,0.3,0.04,0.17,0.17,0.02,0.64,0.28,0.06,0,0.06,0.24,0.39,0.52,0.59,0.3,0.01,0,0.23,0.08,0,0.17,0.06,0.02,0.1,0.47,0.38,0.01,0.04,0.55,0.59,0.26,0.2,0.25,0.53,0.6,0.45,0.31,0.25,0.19,0.43,0.61,0.04,0.01,0.66,0.29,0.44,0.47,0.13,0.12,0.63,0.53,0.3,0.12,0,0.33,0.06,0.05,0.02,1.39,0.98,0.6,0.03,0.18,0.17,0.03,0.58,0.65,0.35,0.33,0.16,0.26,0.26,0.36,0.11,0.81,0.77,0.41,0.42
"Site_51",0.34,0.02,0.12,0.37,0.27,0.07,0.26,0.21,0.39,0.24,0.29,0.26,0.36,0.24,0.38,0.23,0.09,0.51,0.36,0.14,0.03,0.24,0.23,0.28,0.32,0.44,0.3,0.01,0.28,0.31,0.06,0.06,0.15,0.19,0.04,0.15,0.3,0.19,0.02,0.01,0.24,0.23,0.13,0.09,0.15,0.37,0.35,0.32,0.3,0.17,0.18,0.17,0.26,0.01,0.04,0.26,0.05,0.15,0.23,0.06,0.19,0.27,0.19,0.33,0.11,0.04,0.05,0,0.2,0.06,0.62,0.41,0.15,0,0.27,0.01,0.02,0.48,0.33,0.3,0.22,0.15,0.2,0.21,0.05,0.1,0.3,0.14,0.05,0.17
"Site_52",0.15,0.89,1,0.76,0.11,0.36,1.06,1.28,0.04,0.22,0.16,0,0.22,1.02,0.29,0.49,0.75,0.12,0.05,0.61,0.58,0.11,0,0.42,0.24,1.05,0.52,0.26,0.24,0.31,0.36,0.33,0.24,0.36,0.03,0.16,0.25,0.25,0,0.19,0.6,0.2,0,0,0.41,0.21,0.12,0.01,0.3,0.18,0.79,1,0.02,0,0.15,0.7,0.86,0.95,0.28,0.28,0.12,0.07,0,0.01,0.37,0.14,0.03,0.65,0,0.33,0.33,0,0,0.18,1.2,0.08,0.24,0.01,0.04,0.17,0.33,0,0.01,1.44,0.04,0.1,0.01,0.01,1.58,0.16
"Site_53",0.08,0.14,0.16,0.27,0,0.69,0.66,0.35,0.05,0.16,0.22,0.04,0.41,0.28,0.19,0.18,0.23,0.16,0,0.4,0.29,0.04,0,0.22,0.2,0.27,0.21,0.14,0.13,0.12,0.31,0.26,0.19,0.15,0.13,0.29,0.32,0.28,0.19,0.49,0.41,0.02,0,0.11,0.19,0.21,0.1,0.08,0.28,0.26,0.6,0.83,0,0,0.45,0.54,0.3,0.68,0.36,0.73,0.71,0.49,0.07,0.29,0.25,0.01,0.2,0.17,0.16,0.17,0.14,0,0,0.54,0.45,0.12,0,0.09,0.07,0.15,0,0.01,0,0.47,0.01,0.19,0.01,0.19,0.77,0.11
"Site_54",0.05,0.02,0.02,0.39,0.24,0.14,0.49,0.31,0.24,0.22,0.19,0.22,0.27,0.09,0.19,0.16,0.16,0.91,0.37,0.21,0.04,0.04,0.26,0.42,0.91,0.69,0.3,0,0.19,0.45,0.04,0.02,0.2,0.15,0.1,0.15,0.64,0.31,0.07,0.01,0.53,0.45,0.3,0.16,0.19,0.4,0.43,0.41,0.4,0.21,0.23,0.43,0.61,0.06,0.04,0.45,0.2,0.26,0.13,0.2,0.25,0.46,0.26,0.28,0.15,0.02,0.3,0.18,0,0.09,0.88,0.51,0.3,0,0.24,0.23,0.06,0.38,0.39,0.26,0.38,0.21,0,0.27,0.24,0,0.72,0.56,0.32,0.26
"Site_55",0.23,1.05,1.2,0.89,0.13,0.59,1.39,1.46,0.05,0.34,0.19,0,0.32,1.13,0.3,0.59,0.83,0.12,0.06,0.72,0.67,0.14,0,0.48,0.24,1.14,0.53,0.29,0.24,0.32,0.36,0.34,0.25,0.33,0.02,0.17,0.26,0.26,0.01,0.21,0.62,0.23,0,0,0.41,0.24,0.13,0,0.32,0.2,0.83,1.02,0.02,0,0.21,0.72,0.88,1.02,0.32,0.31,0.16,0.06,0.01,0,0.39,0.19,0.03,0.69,0,0.36,0.43,0,0,0.21,1.24,0.1,0.36,0.01,0.09,0.25,0.47,0,0,1.5,0.09,0.12,0,0.01,1.62,0.3
"Site_56",0.17,0,0,0.84,0.82,0.43,0.28,0.53,0.39,0.45,0.21,0.51,0.32,0.38,0.45,0.24,0.01,0.31,0.44,0.06,0,0,0.54,0.43,0.63,0.81,0.44,0,0.01,0.76,0.04,0.01,0.83,0.03,0.13,0.12,0.03,0.4,0,0.01,0.17,0.69,0.31,0.27,0.42,0.91,0.59,1.1,0.07,0.3,0.03,0.31,0.39,0.01,0,1.46,0.39,0.51,0.7,0,0.01,0.76,0.59,0.41,0.27,0.12,0.85,0.1,0.01,0.01,1.69,1.33,0.83,0.03,0,0.38,0.02,0.57,1.24,0.43,0.77,0.22,0.16,0.59,1.26,0.02,0.3,0.79,0.75,1.12
"Site_57",0.01,0.13,0.12,0.15,0,0.63,0.94,0.6,0.05,0.12,0.24,0.06,0.63,0.42,0.24,0.17,0.2,0.17,0.1,0.52,0.37,0.07,0.02,0.17,0.22,0.17,0.15,0.07,0.09,0.08,0.22,0.19,0.2,0.17,0.08,0.3,0.19,0.22,0.31,0.3,0.21,0.03,0.08,0.05,0.24,0.27,0.06,0.09,0.19,0.01,0.52,0.54,0.04,0,0.51,0.43,0.26,0.36,0.17,0.62,0.67,0.6,0.1,0.47,0.31,0.02,0.34,0.18,0.13,0.23,0.12,0.05,0.02,0.58,0.61,0.19,0.04,0.16,0.13,0.24,0.01,0.02,0.06,0.38,0.05,0.33,0.02,0.15,0.95,0.12
"Site_58",0.06,0.02,0.02,0.32,0.26,0.15,0.44,0.3,0.23,0.25,0.22,0.26,0.29,0.18,0.24,0.17,0.15,0.84,0.41,0.19,0.04,0,0.31,0.52,0.77,0.63,0.3,0,0.16,0.46,0,0.06,0.21,0.13,0.12,0.14,0.75,0.33,0.04,0,0.51,0.31,0.25,0.19,0.22,0.34,0.42,0.39,0.38,0.23,0.25,0.45,0.69,0.04,0.02,0.6,0.25,0.29,0.24,0.21,0.26,0.43,0.23,0.38,0.14,0,0.37,0.38,0,0.1,0.8,0.51,0.36,0,0.23,0.31,0.06,0.41,0.51,0.25,0.35,0.16,0.13,0.39,0.26,0,0.87,0.6,0.36,0.33
