"SiteName","-30","-29","-28","-27","-26","-25","-24","-23","-22","-21","-20","-19","-18","-17","-16","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59"
"Site_48",0,0,0,0,0.94,0,0.03,0,0.21,0,0.06,0.94,0.03,0,0,0.08,0,0.05,0.16,0.04,0,0.56,0.65,0.11,0.45,0.01,0,0,0.04,0,0,0,0.02,0,0.86,0,0,0,0.12,0.02,0,0.02,2.12,0.33,0,0,0.08,0.07,0,0,0,0,0.25,0.72,0,0,0,0,0,0,0,0,0.08,0,0.01,0.46,0,0.06,1.02,0,0.16,0.04,0.21,0,0,0,0,0.02,0.19,0,0.02,0.03,0.02,0,0.2,0,0.4,0,0,0.01
"Site_49",0.13,0.73,0.1,0,0,0.02,0,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0.18,1.63,0.03,0,0,0,0.01,0.2,0.5,0.01,0,0.57,0.02,0.17,0.04,0,0,0.06,0.11,0.36,0.67,0.04,0,0,0,0,0,0.02,0,0.01,0.63,0.72,0.06,0,0.11,1.57,0.01,0,0.13,0,0.66,0.04,0,0,0.01,0.2,0.04,0,0.29,0.13,0.04,0,0,0,1.17,0.13,0,0.34,0,0,0.06,0,0.24,0.06,0,0.04,0.77,0.08,0,0,0
"Site_50",0.06,0.66,0.04,0,0,0,0,0,0,0,0.03,0,0,0,0,0.23,0.37,0,0,0.02,2.12,0.02,0,0,0,0,0.06,0.71,0,0,0.59,0.04,0.04,0.24,0,0.22,0.02,0.06,0.26,0.51,0,0,0,0,0,0,0,0,0.1,0.49,1.19,0,0,0.05,2.22,0,0,0,0,0.27,0.26,0,0,0,0.11,0,0,0.1,0.06,0.12,0,0,0,1.09,0.3,0,0.51,0,0,0.04,0,0.32,0.03,0,0,0.92,0,0,0,0
"Site_51",0.13,0.94,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0.05,0.05,0.03,0,0.15,2.1,0.17,0,0,0,0,0.28,0.58,0,0,0.75,0.03,0.16,0.04,0,0,0.01,0.17,0.53,0.76,0.01,0,0,0,0,0,0.01,0,0,0.66,0.7,0,0,0.17,1.34,0.02,0,0.18,0,0.53,0.05,0,0,0.05,0.1,0.07,0,0.16,0.09,0.02,0,0,0,1.16,0.13,0,0.43,0,0.01,0.08,0,0.32,0.05,0,0.02,0.89,0.02,0,0,0
"Site_52",0,0,0,0,1.41,0.02,0,0,0.58,0,0,0.88,0,0,0,0,0,0.23,0.16,0,0,0.3,1,0,0.65,0,0,0,0,0,0,0,0,0,0.92,0,0,0.11,0.31,0,0,0,2.18,0.36,0,0,0.07,0.29,0,0,0,0,0.25,1.56,0,0,0,0.03,0,0.03,0.14,0.11,0.26,0.1,0.05,1.34,0,0,0.83,0,0.24,0.59,0.1,0,0,0,0,0,0.31,0,0.13,0.21,0,0,0.13,0,0.18,0,0,0.01
"Site_53",0,0,0,0,0.9,0,0,0,0.22,0,0.03,0.97,0,0,0,0.01,0,0,0.08,0,0,0.57,0.6,0.02,0.48,0,0,0,0.01,0,0,0,0,0,0.62,0,0,0,0.04,0,0,0,1.63,0.25,0,0,0.05,0.1,0,0,0,0,0.22,0.64,0,0,0,0,0,0,0,0,0.06,0,0.01,0.51,0,0.01,1.28,0,0.11,0.01,0.17,0,0,0,0,0,0.18,0,0,0.03,0,0,0.08,0,0.46,0,0,0
"Site_54",0.11,0.71,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.15,1.33,0.04,0,0,0,0.01,0.16,0.58,0,0,0.69,0.02,0.16,0.02,0,0,0,0.14,0.39,1.01,0,0,0,0,0,0,0,0,0,0.57,0.92,0.01,0,0.06,1.81,0,0,0.07,0,0.81,0.02,0,0,0,0.11,0.01,0,0.19,0.11,0.05,0,0,0,1.25,0.12,0,0.37,0,0,0.07,0,0.21,0,0,0,0.9,0.01,0,0,0
"Site_55",0.01,0,0,0,1.5,0.02,0,0,0.71,0,0,0.95,0,0,0,0,0,0.29,0.15,0,0,0.21,0.98,0,0.63,0,0,0,0,0,0,0,0,0,0.96,0,0,0.14,0.31,0,0,0,2.58,0.41,0,0,0.08,0.32,0,0,0,0,0.24,1.65,0,0,0,0.04,0,0.03,0.16,0.11,0.25,0.12,0.05,1.39,0,0,0.85,0,0.25,0.62,0.16,0,0,0,0,0,0.37,0.03,0.2,0.18,0,0,0.14,0,0.18,0,0,0.01
"Site_56",0.05,0.94,0.15,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0.2,0.53,0,0,0.01,2.68,0,0,0,0,0,0.12,0.72,0,0,0.58,0.14,0,0.2,0,0.36,0.03,0.02,0.46,0.51,0.03,0,0,0,0,0,0.01,0,0.05,0.28,1.19,0.02,0,0.17,1.85,0,0,0.02,0,0.09,0.25,0,0,0.02,0.03,0,0,0.1,0.41,0.09,0,0,0,0.81,0.26,0,0.88,0,0,0,0,0.32,0.03,0,0,1.2,0,0,0,0
"Site_57",0,0,0,0,1.25,0,0,0,0.21,0,0.09,0.91,0,0,0,0,0,0.11,0.04,0,0,0.56,0.69,0.15,0.42,0,0,0,0.03,0,0,0,0,0,0.59,0,0,0,0,0.01,0,0,2.21,0.19,0,0,0.15,0.12,0,0,0,0,0.32,1.19,0,0,0,0,0,0,0,0.01,0.17,0,0.01,0.61,0,0.02,1,0,0.16,0.01,0.46,0,0,0,0,0,0.37,0,0.02,0,0,0,0.28,0,0.5,0,0,0
"Site_58",0.19,0.67,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0,0,0.19,1.4,0.01,0,0,0,0.01,0.25,0.43,0,0,0.64,0.01,0.15,0.05,0,0,0,0.12,0.28,0.75,0,0,0,0,0,0,0,0,0,0.75,0.52,0,0,0.13,1.52,0,0,0.05,0,0.74,0,0,0,0,0.09,0,0,0.28,0.14,0.03,0,0,0,1.13,0.09,0,0.35,0,0,0.1,0,0.24,0,0,0,0.92,0.01,0,0,0
