"SiteName","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"Site_1",1.05175681458593,0.536130857025048,0.798313547310243,0.658482779158139,1.20032700574754,0.938144315462347,0.571088549063074,0.361342396834919,0.0642020145116979,0.238990474701828,0.204032782663802,-0.189241252763991,-0.626212403239315,-0.975789323619575,-0.870916247505497,-0.364029712954121,-0.91461336255303,-0.88839509352451,0.737137586243698,0.439997203920477,-0.897134516534017,-0.958310477600562,0.212772205673308,-0.180501829754484,-0.442684520039679,-1.13309893779069,-1.85847104757973,-2.45275181222617,-2.47897008125469,-1.9458652776748,-2.26922392902654,-2.31292104407407,-1.73611912544664,-0.547557596153757,-0.407726828001653,-1.93712585466529,-2.86350469367298,-1.58754893428503,-0.748564325372406,0.378821242853932,0.291427012758867,1.48872796506126,1.89948084650806,0.509912587996529,-1.22923259089526,-1.22049316788576,-0.486381635087211,-0.398987404992146,-0.206720098783004,-0.0843681766499128,1.19158758273804,0.946883738471854,-0.0494104846118866,0.28268758974936,0.169075090625775,-1.08940182274316,-0.346550866935108,1.08671450662396,1.39259431195668,-0.285374905868562,-0.652430672267835,-0.372769135963627,0.0205048994641654,-0.477642212077705,-0.958310477600562,0.422518357901464,0.352602973825412,-0.285374905868562,-0.731085479353393,-0.696127787315367,-0.477642212077705,0.405039511882451,0.527391434015542,0.28268758974936,-0.267896059849549,0.999320276528892,1.4188125809852,1.28772123584261,0.10789912955923,0.562349126053568,1.21780585176655,0.999320276528892,3.157957759877,0.343863550815905,0.597306818091594,1.2789818128331,0.0117654764546588,1.32267892788063,1.47124911904224,2.18788180582178
"Site_4",0.352602973825412,1.60234046418484,1.139151044681,0.0904202835402171,-0.189241252763991,0.186553936644789,0.492433741977516,-0.905873939543523,-0.119325868687939,-0.39024798198264,-0.206720098783004,-0.835958555467471,-0.267896059849549,1.01679912254791,1.39259431195668,0.536130857025048,0.204032782663802,-0.433945097030173,0.0554625915021913,1.20906642875705,2.10048757572671,1.86452315447004,0.142856821597256,-0.189241252763991,-0.0756287536404062,-0.0931075996594191,-0.425205674020666,1.23528469778557,1.33141835089014,-0.809740286438952,0.737137586243698,1.24402412079507,-0.0931075996594191,0.204032782663802,0.492433741977516,0.6060462411011,0.413778934891958,-0.573775865182276,0.745877009253204,0.763355855272217,0.0117654764546588,-0.932092208572043,-1.10688066876217,-0.626212403239315,-0.442684520039679,0.0729414375212042,0.317645281787386,-0.573775865182276,0.177814513635282,-1.29914797497132,-0.503860481106224,-1.6749431643801,-0.774782594400926,1.20032700574754,1.71595296330843,0.719658740224685,-0.119325868687939,0.798313547310243,-0.486381635087211,0.370081819844425,0.658482779158139,-1.50889412719947,-1.05444413070513,-1.09814124575267,0.343863550815905,1.2789818128331,1.78586834738448,0.0904202835402171,0.492433741977516,0.894447200414815,-0.530078750134744,-0.337811443925601,-0.56503644217277,-0.119325868687939,-0.197980675773497,0.0554625915021913,1.139151044681,0.684701048186659,-0.145544137716458,-0.91461336255303,-0.748564325372406,-0.39024798198264,0.43125778091097,0.649743356148633,0.623525087120113,0.553609703044062,0.387560665863438,-1.04570470769563,-1.20301432186674,-0.346550866935108
"Site_5",0.387560665863438,0.973102007500373,0.842010662357776,-0.0494104846118866,-0.197980675773497,0.0205048994641654,0.378821242853932,-0.967049900610069,-0.24167779082103,-0.442684520039679,-0.486381635087211,-0.809740286438952,-0.416466251011159,0.80705297031975,1.26150296681409,0.641003933139127,0.230251051692321,-0.451423943049186,0.0379837454831783,0.824531816338763,2.10048757572671,1.80334719340349,0.0117654764546588,-0.276635482859056,-0.206720098783004,-0.180501829754484,-0.634951826248822,0.667222202167646,1.27024238982359,-0.905873939543523,0.509912587996529,0.885707777405308,-0.556297019163263,-0.154283560725965,0.527391434015542,0.518652011006035,0.553609703044062,-0.783522017410432,0.509912587996529,0.501173164987023,0.00302605344515216,-1.21175374487625,-1.26419028293329,-0.7398249023629,-0.591254711201289,-0.101847022668926,0.28268758974936,-1.15057778380971,-0.119325868687939,-1.48267585817095,-1.29914797497132,-1.9546047006843,-0.844697978476978,0.571088549063074,1.60234046418484,0.518652011006035,-0.171762406744978,0.675961625177153,-0.879655670515004,-0.311593174897082,0.212772205673308,-1.61376720331355,-1.16805662982872,-1.13309893779069,-0.145544137716458,1.20032700574754,1.96065680757461,0.125377975578243,0.43125778091097,0.745877009253204,-0.643691249258328,-0.451423943049186,-0.696127787315367,-0.425205674020666,-0.398987404992146,0.0816808605307108,0.80705297031975,0.413778934891958,-0.197980675773497,-0.91461336255303,-0.905873939543523,-0.451423943049186,0.448736626929984,0.501173164987023,0.413778934891958,0.396300088872944,0.335124127806399,-1.26419028293329,-1.17679605283822,-0.512599904115731
"Site_7",0.30890585877788,1.72469238631793,1.17410873671902,0.116638552568737,-0.197980675773497,0.177814513635282,0.536130857025048,-0.91461336255303,-0.101847022668926,-0.381508558973134,-0.154283560725965,-0.862176824495991,-0.224198944802017,1.03427796856692,1.4188125809852,0.518652011006035,0.177814513635282,-0.442684520039679,0.0467231684926846,1.33141835089014,2.0830087297077,1.88200200048905,0.195293359654295,-0.189241252763991,-0.0494104846118866,-0.0668893306308996,-0.433945097030173,1.31393950487113,1.30520008186162,-0.801000863429445,0.763355855272217,1.24402412079507,-0.0843681766499128,0.195293359654295,0.448736626929984,0.597306818091594,0.370081819844425,-0.556297019163263,0.772095278281724,0.78083470129123,0.00302605344515216,-0.905873939543523,-1.08940182274316,-0.626212403239315,-0.460163366058692,0.0729414375212042,0.291427012758867,-0.53881817314425,0.186553936644789,-1.31662682099033,-0.372769135963627,-1.62250662632306,-0.792261440419939,1.2789818128331,1.6809952712704,0.763355855272217,-0.101847022668926,0.798313547310243,-0.416466251011159,0.43125778091097,0.710919317215178,-1.45645758914243,-1.0107470156576,-1.08066239973365,0.501173164987023,1.39259431195668,1.80334719340349,0.125377975578243,0.483694318968009,0.920665469443334,-0.486381635087211,-0.302853751887575,-0.503860481106224,-0.0581499076213932,-0.145544137716458,0.0642020145116979,1.18284815972853,0.772095278281724,-0.0756287536404062,-0.91461336255303,-0.678648941296354,-0.372769135963627,0.43125778091097,0.719658740224685,0.702179894205672,0.63226451012962,0.405039511882451,-0.958310477600562,-1.17679605283822,-0.329072020916094
"Site_8",1.30520008186162,0.623525087120113,0.763355855272217,0.745877009253204,1.9519173845651,1.86452315447004,0.990580853519387,0.623525087120113,0.527391434015542,0.300166435768373,0.378821242853932,1.40133373496619,0.204032782663802,-0.599994134210796,-0.503860481106224,-0.302853751887575,-0.599994134210796,-0.189241252763991,0.842010662357776,0.667222202167646,-0.591254711201289,-0.573775865182276,1.4100731579757,0.212772205673308,-0.774782594400926,-0.495121058096718,-1.48267585817095,-2.33039989009308,-2.0856960458269,-1.83225277855121,-1.87594989359874,-2.05073835378887,-1.70116143340861,0.0991597065497237,0.13411739858775,-1.23797201390477,-2.73241334853038,-1.33410566700934,0.151596244606763,0.763355855272217,0.667222202167646,1.49746738807076,2.16166353679326,2.16166353679326,-1.08066239973365,-1.26419028293329,-0.302853751887575,-0.285374905868562,0.142856821597256,0.326384704796893,1.04301739157642,1.03427796856692,0.151596244606763,1.73343180932744,0.763355855272217,-0.757303748381913,-0.0668893306308996,1.22654527477606,1.47124911904224,-0.460163366058692,-1.24671143691428,-0.0319316385928737,0.641003933139127,0.151596244606763,-0.0319316385928737,1.08671450662396,1.05175681458593,-0.110586445678432,0.754616432262711,-0.180501829754484,0.0991597065497237,1.02553854555741,0.737137586243698,0.562349126053568,-0.0406710616023803,0.63226451012962,1.39259431195668,1.20032700574754,0.13411739858775,0.518652011006035,1.04301739157642,1.139151044681,2.17040295980276,0.413778934891958,0.405039511882451,1.71595296330843,0.335124127806399,1.45377027302323,1.37511546593767,1.73343180932744
"Site_9",1.37511546593767,0.658482779158139,0.824531816338763,0.702179894205672,1.94317796155559,1.72469238631793,0.824531816338763,0.509912587996529,0.527391434015542,0.370081819844425,0.439997203920477,1.09545392963346,-0.00571336956435415,-0.731085479353393,-0.599994134210796,-0.320332597906588,-0.7398249023629,-0.364029712954121,0.859489508376789,0.614785664110607,-0.774782594400926,-0.337811443925601,1.09545392963346,0.0379837454831783,-0.835958555467471,-0.634951826248822,-1.60502778030404,-2.37409700514061,-2.07695662281739,-1.86721047058924,-2.05947777679838,-2.26048450601703,-1.77107681748467,-0.0843681766499128,0.0117654764546588,-1.34284509001885,-2.84602584765397,-1.24671143691428,0.0292443224736717,0.693440471196165,0.588567395082088,1.37511546593767,2.10048757572671,1.65477700224188,-1.07192297672415,-1.33410566700934,-0.381508558973134,-0.145544137716458,-0.0319316385928737,0.221511628682815,1.0080596995384,0.990580853519387,0.230251051692321,1.61107988719435,0.6060462411011,-0.923352785562536,-0.154283560725965,1.38385488894718,1.42755200399471,-0.372769135963627,-1.25545085992378,-0.0231922155833671,0.588567395082088,0.0816808605307108,-0.101847022668926,1.03427796856692,0.80705297031975,-0.0668893306308996,0.230251051692321,-0.416466251011159,0.0467231684926846,0.894447200414815,0.448736626929984,0.474954895958503,-0.0494104846118866,0.833271239348269,1.2789818128331,1.22654527477606,0.221511628682815,0.658482779158139,1.10419335264297,0.903186623424322,2.54619814921154,0.509912587996529,0.405039511882451,1.44503085001372,0.422518357901464,1.42755200399471,1.44503085001372,1.68973469427991
"Site_10",0.763355855272217,1.26150296681409,1.25276354380458,0.0379837454831783,-0.0231922155833671,0.501173164987023,0.448736626929984,-0.582515288191783,0.0642020145116979,-0.145544137716458,-0.0144527925738608,-0.329072020916094,-0.24167779082103,1.04301739157642,1.48872796506126,0.850750085367282,0.335124127806399,-0.320332597906588,0.352602973825412,1.0080596995384,2.15292411378375,1.93443853854609,0.221511628682815,0.230251051692321,0.116638552568737,0.125377975578243,0.160335667616269,0.964362584490867,1.5499039261278,-0.425205674020666,0.973102007500373,1.32267892788063,0.0904202835402171,0.13411739858775,0.745877009253204,0.597306818091594,0.80705297031975,-0.495121058096718,0.623525087120113,0.571088549063074,0.195293359654295,-0.818479709448458,-0.949571054591056,-0.556297019163263,-0.39024798198264,0.300166435768373,0.483694318968009,-0.591254711201289,0.0467231684926846,-0.897134516534017,-1.36032393603786,-2.10317489184591,-0.748564325372406,1.05175681458593,1.75965007835596,0.6060462411011,-0.294114328878069,0.859489508376789,-0.547557596153757,-0.766043171391419,0.142856821597256,-1.50889412719947,-0.923352785562536,-0.669909518286848,0.300166435768373,1.44503085001372,2.05679046067918,0.30890585877788,0.623525087120113,1.34889719690915,-0.259156636840043,-0.119325868687939,-0.206720098783004,0.13411739858775,0.0904202835402171,0.326384704796893,1.16536931370952,0.693440471196165,0.0117654764546588,-0.88839509352451,-0.468902789068199,-0.346550866935108,0.579827972072581,0.78083470129123,0.597306818091594,0.745877009253204,0.45747604993949,-0.870916247505497,-1.18553547584773,-0.171762406744978
"Site_11",0.378821242853932,1.96065680757461,1.28772123584261,0.169075090625775,-0.154283560725965,0.326384704796893,0.571088549063074,-0.827219132457965,0.00302605344515216,-0.346550866935108,-0.0144527925738608,-0.792261440419939,-0.145544137716458,1.13041162167149,1.49746738807076,0.518652011006035,0.204032782663802,-0.425205674020666,0.0816808605307108,1.46250969603274,2.07426930669819,1.89074142349856,0.230251051692321,-0.0843681766499128,0.0642020145116979,-0.00571336956435415,-0.24167779082103,1.50620681108027,1.4188125809852,-0.7398249023629,0.772095278281724,1.2789818128331,-0.0406710616023803,0.221511628682815,0.466215472948997,0.6060462411011,0.370081819844425,-0.530078750134744,0.789574124300737,0.798313547310243,-0.00571336956435415,-0.897134516534017,-1.08066239973365,-0.617472980229809,-0.451423943049186,0.0904202835402171,0.30890585877788,-0.495121058096718,0.204032782663802,-1.2816691289523,-0.381508558973134,-1.63124604933256,-0.774782594400926,1.29646065885211,1.68973469427991,0.754616432262711,-0.110586445678432,0.80705297031975,-0.416466251011159,0.483694318968009,0.719658740224685,-1.46519701215194,-1.00200759264809,-1.06318355371464,0.501173164987023,1.37511546593767,1.78586834738448,0.116638552568737,0.492433741977516,0.946883738471854,-0.468902789068199,-0.294114328878069,-0.486381635087211,-0.0319316385928737,-0.119325868687939,0.0729414375212042,1.20906642875705,0.763355855272217,-0.0931075996594191,-0.91461336255303,-0.678648941296354,-0.355290289944614,0.448736626929984,0.710919317215178,0.702179894205672,0.649743356148633,0.413778934891958,-0.958310477600562,-1.19427489885724,-0.433945097030173
"Site_12",1.2789818128331,0.544870280034555,0.6060462411011,0.728398163234192,1.97813565359362,1.42755200399471,0.772095278281724,0.501173164987023,0.378821242853932,0.300166435768373,0.169075090625775,0.265208743730347,-0.119325868687939,-1.11562009177168,-0.809740286438952,-0.617472980229809,-0.870916247505497,-1.09814124575267,0.160335667616269,0.405039511882451,-0.879655670515004,-1.22049316788576,0.343863550815905,-0.0581499076213932,-1.10688066876217,-0.897134516534017,-1.80603450952269,-2.70619507950186,-2.3478787361121,-2.17309027592197,-2.15561142990295,-2.24300565999802,-1.8235133555417,-0.346550866935108,-0.0843681766499128,-1.29914797497132,-2.76737104056841,-1.58754893428503,-0.477642212077705,0.527391434015542,0.501173164987023,1.35763661991866,1.97813565359362,0.78083470129123,-1.2729297059428,-1.30788739798082,-0.573775865182276,-0.346550866935108,-0.0231922155833671,0.0729414375212042,0.990580853519387,0.702179894205672,-0.521339327125238,1.26150296681409,0.562349126053568,-1.07192297672415,-0.477642212077705,1.0080596995384,1.38385488894718,-0.416466251011159,-1.18553547584773,-0.53881817314425,0.0554625915021913,-0.224198944802017,-1.13309893779069,0.798313547310243,0.667222202167646,-0.250417213830536,-0.766043171391419,-0.53881817314425,-0.486381635087211,-0.0231922155833671,0.273948166739854,0.317645281787386,-0.486381635087211,0.772095278281724,1.20906642875705,1.01679912254791,0.195293359654295,0.641003933139127,1.06049623759544,0.772095278281724,2.15292411378375,0.00302605344515216,0.544870280034555,1.23528469778557,0.160335667616269,1.32267892788063,1.40133373496619,1.61107988719435
"Site_14",0.597306818091594,0.509912587996529,1.26150296681409,-0.372769135963627,-0.136804714706952,0.291427012758867,-0.0494104846118866,-0.862176824495991,-0.0931075996594191,-0.381508558973134,-0.346550866935108,-0.372769135963627,-0.416466251011159,0.737137586243698,1.10419335264297,0.396300088872944,0.483694318968009,-0.591254711201289,0.169075090625775,0.868228931386295,1.23528469778557,1.59360104117533,-0.0756287536404062,0.169075090625775,-0.189241252763991,-0.180501829754484,-0.311593174897082,0.405039511882451,1.12167219866198,-0.337811443925601,0.45747604993949,1.02553854555741,-0.232938367811523,0.317645281787386,0.815792393329257,0.474954895958503,0.658482779158139,-0.634951826248822,0.116638552568737,0.28268758974936,-0.101847022668926,-1.36032393603786,-1.19427489885724,-0.818479709448458,-0.451423943049186,0.0379837454831783,0.352602973825412,-1.03696528468612,-0.259156636840043,-1.05444413070513,-1.40402105108539,-2.38283642815012,-1.0107470156576,0.326384704796893,1.01679912254791,0.43125778091097,-0.486381635087211,-0.355290289944614,-0.827219132457965,-1.15931720681921,-0.337811443925601,-1.71864027942763,-1.12435951478119,-0.617472980229809,-0.0231922155833671,1.812086616413,2.31897315096437,0.492433741977516,0.25646932072084,1.43629142700422,-0.591254711201289,-0.407726828001653,-0.364029712954121,-0.468902789068199,0.186553936644789,0.0379837454831783,0.151596244606763,0.326384704796893,0.0292443224736717,-0.643691249258328,-0.748564325372406,-0.451423943049186,0.693440471196165,0.422518357901464,0.614785664110607,0.405039511882451,-0.00571336956435415,-1.36906335904737,-1.39528162807589,-0.311593174897082
