"V.Names","Mean","Sd"
"ordinal_day2",45.5,25.9825154443069
"MinT.C.cov",-10.9557708871662,6.69356513547058
"MeanT.C.cov",-5.93163939132931,6.25940621663836
"MaxT.C.cov",-0.908125179443009,6.35689055159864
"MDT.cov",14.1250387596899,13.8180558433444
"VPMAX.cov",2.40849870801034,1.36774420573699
"VPMin.cov",0.296043927648579,0.277389304391543
"PPT.cov",0.157346253229974,0.361412698011518
