"SiteName","-30","-29","-28","-27","-26","-25","-24","-23","-22","-21","-20","-19","-18","-17","-16","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59"
"Site_1",0.555555555555556,-1.44444444444445,-1,-1.16666666666667,2.44444444444444,0.499999999999999,-0.333333333333334,-1.61111111111111,-3,-2.94444444444445,-4.72222222222222,-5.77777777777778,-9.16666666666667,-13,-12.5555555555556,-10.2777777777778,-12.2777777777778,-10.5,-2.05555555555556,-5,-10.3333333333333,-10,-3.77777777777778,-6,-7.61111111111111,-13.7222222222222,-18.7777777777778,-22,-22.0555555555556,-20.2777777777778,-20.8888888888889,-21.1666666666667,-18.9444444444444,-11.8333333333333,-8.72222222222222,-17.8333333333333,-22.3888888888889,-18,-9.72222222222222,-5.22222222222222,-5.33333333333333,3.5,6.61111111111111,-6.05555555555556,-14,-13.8888888888889,-7.77777777777778,-6.33333333333333,-7.11111111111111,-5.38888888888889,0.944444444444446,1.77777777777778,-4.22222222222222,-2.72222222222222,-6.44444444444445,-11.0555555555556,-8.94444444444445,-1.61111111111111,1.27777777777778,-5.66666666666667,-9.05555555555556,-8,-3.05555555555556,-12.3333333333333,-13.8888888888889,-3.55555555555555,-5.88888888888889,-8.77777777777778,-9.83333333333333,-13.2222222222222,-12.1111111111111,-2.61111111111111,0.611111111111112,-6.22222222222222,-8,-1.5,0.38888888888889,-1.44444444444445,-5.16666666666667,-4.11111111111111,-0.944444444444444,2.61111111111111,8.88888888888889,-3.44444444444444,-2.22222222222222,1.44444444444445,-2.33333333333333,1.77777777777778,2.44444444444444,5.16666666666667
"Site_2",-1,0.222222222222221,1.22222222222222,-7.72222222222222,-7.38888888888889,-4.44444444444444,-8.55555555555556,-11.6666666666667,-8.55555555555556,-10.2777777777778,-10.5,-11.3333333333333,-10.8888888888889,-2.27777777777778,-0.555555555555556,-2.72222222222222,-3,-7.27777777777778,-4.88888888888889,-2.55555555555556,4.83333333333333,1.44444444444445,-5.88888888888889,-4.66666666666667,-7.5,-6.94444444444444,-7.11111111111111,-3.5,-2.72222222222222,-6.66666666666667,-3.38888888888889,-3,-7.27777777777778,-4.61111111111111,-2.27777777777778,-3,-5.38888888888889,-9.94444444444444,-5,-2,-7.5,-14.6111111111111,-14.5555555555556,-13.4444444444444,-12.3333333333333,-6.44444444444445,-8.44444444444444,-13.0555555555556,-8.77777777777778,-11.7777777777778,-14.2222222222222,-17.9444444444444,-12.8333333333333,-5.38888888888889,1.27777777777778,-5.16666666666667,-10.2222222222222,-9.27777777777778,-13.6666666666667,-13.8333333333333,-12.1111111111111,-16.5,-15.8888888888889,-11.6666666666667,-7.72222222222222,3.38888888888889,3.38888888888889,-1.83333333333333,-2.33333333333333,-0.611111111111112,-9.33333333333333,-9,-11.3888888888889,-11.7777777777778,-4.44444444444444,-6.44444444444445,-4.66666666666667,-6.05555555555556,-6.27777777777778,-11.9444444444444,-12.7222222222222,-11.2222222222222,-2.44444444444444,-5.66666666666667,-4.11111111111111,-1.27777777777778,-7.16666666666667,-14.7222222222222,-14,-11.0555555555556
"Site_3",3.33333333333333,0.999999999999998,1.05555555555555,1.16666666666667,6.83333333333333,4.72222222222222,1.77777777777778,1.16666666666667,0.222222222222221,-1.38888888888889,-2.94444444444445,1.05555555555555,-4.61111111111111,-8.27777777777778,-7.16666666666667,-6.94444444444444,-9.16666666666667,-6.77777777777778,0.333333333333334,-3.33333333333333,-9.38888888888889,-8.72222222222222,1.77777777777778,-3.38888888888889,-7.66666666666667,-9.5,-14.9444444444444,-18.5,-17.8333333333333,-16.8888888888889,-18.0555555555556,-17.9444444444444,-15.7777777777778,-8.83333333333333,-3.94444444444445,-15.2222222222222,-20.3333333333333,-15.2222222222222,-4.38888888888889,-2.88888888888889,-1.88888888888889,6.33333333333333,11.4444444444444,-0.499999999999999,-12.2222222222222,-12.5555555555556,-6.66666666666667,-5.11111111111111,-4.11111111111111,-3.44444444444444,3,-0.444444444444445,-4.11111111111111,5.61111111111111,-3.94444444444445,-9.77777777777778,-6.66666666666667,5.22222222222222,2.55555555555556,-6.77777777777778,-11.3333333333333,-6.77777777777778,1.05555555555555,-9.5,-7.66666666666667,3.27777777777778,-2.61111111111111,-5.33333333333333,-2.83333333333333,-7.55555555555556,-3.77777777777778,3.11111111111111,2.05555555555556,-3.61111111111111,-4.83333333333333,0.833333333333333,5.05555555555556,-1.16666666666667,-3.44444444444444,-1.16666666666667,3.27777777777778,4.5,5.94444444444445,-2,-1.22222222222222,3,-0.944444444444444,2.55555555555556,4.22222222222222,6.05555555555556
"Site_4",-0.666666666666666,4.72222222222222,2.16666666666667,-4.66666666666667,-5.5,-3.44444444444444,-5.66666666666667,-10,-5.77777777777778,-8.27777777777778,-6.27777777777778,-10.6111111111111,-8.11111111111111,1.88888888888889,3,0.166666666666665,-3,-6.05555555555556,-4.44444444444444,2.55555555555556,9.72222222222222,3.83333333333333,-4.27777777777778,-6.27777777777778,-6.88888888888889,-6.38888888888889,-7.27777777777778,2.44444444444444,-1.44444444444445,-8.33333333333333,0.0555555555555564,-1.66666666666667,-6.05555555555556,-2.44444444444444,0.277777777777778,1.22222222222222,-5.22222222222222,-7.83333333333333,0.222222222222221,0.777777777777777,-6.22222222222222,-11,-11.7222222222222,-8.94444444444445,-7.83333333333333,-4.44444444444444,-7,-9,-5.22222222222222,-11.5555555555556,-8.11111111111111,-14.6111111111111,-10.8888888888889,-0.555555555555556,3.83333333333333,-1.38888888888889,-4.27777777777778,-1.33333333333333,-9.88888888888889,-6.83333333333333,-6.33333333333333,-12.1666666666667,-11.7222222222222,-9.94444444444444,-3.22222222222222,4.88888888888889,2.38888888888889,-2.55555555555556,0.222222222222221,-1.55555555555556,-6.77777777777778,-6.5,-9.55555555555556,-6.66666666666667,-4.88888888888889,-3.94444444444445,2.55555555555556,-3.22222222222222,-5.61111111111111,-11.1111111111111,-10.6666666666667,-6.88888888888889,-0.277777777777778,-2.38888888888889,-0.499999999999999,0.611111111111112,-5.61111111111111,-13.0555555555556,-12.1666666666667,-7.94444444444445
"Site_5",-0.499999999999999,2.22222222222222,1.38888888888889,-4.94444444444444,-7.22222222222222,-5.33333333333333,-6.5,-11.1111111111111,-7.94444444444445,-9.33333333333333,-8.77777777777778,-11.5555555555556,-9.55555555555556,-1.33333333333333,0.777777777777777,-0.88888888888889,-2.94444444444445,-6.44444444444445,-5.33333333333333,-1.83333333333333,7.72222222222222,3.72222222222222,-5.55555555555556,-6.72222222222222,-7.61111111111111,-6.94444444444444,-8.05555555555556,-0.833333333333333,-2.11111111111111,-9.61111111111111,-3.27777777777778,-3.94444444444445,-8.83333333333333,-6.66666666666667,-2.22222222222222,-1.33333333333333,-5.05555555555556,-9.33333333333333,-3.27777777777778,-0.666666666666666,-6.5,-12.6111111111111,-13.3888888888889,-12.0555555555556,-11.0555555555556,-5.88888888888889,-7.66666666666667,-12.2222222222222,-7.38888888888889,-13.5,-12.4444444444444,-15.6666666666667,-11.6111111111111,-4.11111111111111,3.27777777777778,-4,-7.94444444444445,-4.27777777777778,-12.7222222222222,-10.5555555555556,-9,-14.4444444444444,-13.1666666666667,-12.6666666666667,-7.94444444444445,2.33333333333333,2.22222222222222,-3.44444444444444,-0.444444444444445,-2.27777777777778,-8,-7.94444444444445,-10.7777777777778,-9.16666666666667,-6.88888888888889,-7,-2.05555555555556,-4.77777777777778,-7,-11.5555555555556,-12.5555555555556,-9.11111111111111,-2,-5.22222222222222,-4.11111111111111,-0.88888888888889,-6,-13.7777777777778,-13.5,-10.3333333333333
"Site_6",3.33333333333333,0.944444444444446,1.11111111111111,1.33333333333333,6.83333333333333,5.11111111111111,1.83333333333333,1.11111111111111,0.222222222222221,-1.44444444444445,-2.94444444444445,1.44444444444445,-4.61111111111111,-8.11111111111111,-7.16666666666667,-6.94444444444444,-9.05555555555556,-6.38888888888889,0.38888888888889,-3.38888888888889,-9.27777777777778,-8.61111111111111,2.22222222222222,-3.27777777777778,-8,-9.38888888888889,-15.1666666666667,-18.6111111111111,-17.8333333333333,-16.8333333333333,-17.9444444444444,-17.8888888888889,-15.8888888888889,-8.66666666666667,-4.11111111111111,-15.2222222222222,-20.3888888888889,-15.1666666666667,-4.38888888888889,-2.77777777777778,-1.77777777777778,6.44444444444445,11.4444444444444,-0.277777777777778,-12.2222222222222,-12.6666666666667,-6.61111111111111,-4.94444444444444,-3.72222222222222,-3.05555555555556,2.88888888888889,-0.499999999999999,-4.05555555555556,5.55555555555556,-3.94444444444445,-9.77777777777778,-6.5,4.83333333333333,2.38888888888889,-6.88888888888889,-11.5,-6.66666666666667,0.944444444444446,-9.55555555555556,-7.72222222222222,3.05555555555556,-2.66666666666667,-5.44444444444444,-2.72222222222222,-7.44444444444444,-3.94444444444445,3.27777777777778,2.27777777777778,-3.72222222222222,-4.88888888888889,0.833333333333333,5.33333333333333,-1.38888888888889,-3.5,-1.05555555555555,3.38888888888889,4.72222222222222,5.77777777777778,-2.22222222222222,-1.44444444444445,3.11111111111111,-1.11111111111111,2.5,4.16666666666667,6.44444444444445
"Site_7",-0.722222222222223,5.11111111111111,2.11111111111111,-4.61111111111111,-5.38888888888889,-3.5,-5.72222222222222,-10.1111111111111,-5.61111111111111,-8.22222222222222,-5.94444444444444,-10.6666666666667,-7.83333333333333,2.16666666666667,3.33333333333333,0.222222222222221,-3.22222222222222,-6.16666666666667,-4.33333333333333,3.66666666666667,9.77777777777778,3.83333333333333,-4.11111111111111,-6.55555555555556,-7,-6.5,-7.44444444444444,2.61111111111111,-1.72222222222222,-8.27777777777778,0.333333333333334,-1.94444444444444,-6.05555555555556,-2.44444444444444,0.222222222222221,1.22222222222222,-5.5,-7.88888888888889,0.444444444444443,0.777777777777777,-6.38888888888889,-11,-11.8333333333333,-9,-7.94444444444445,-4.61111111111111,-7.27777777777778,-8.88888888888889,-5.38888888888889,-11.7777777777778,-7.77777777777778,-14.6111111111111,-10.9444444444444,0,3.61111111111111,-1.38888888888889,-4.16666666666667,-1.38888888888889,-9.83333333333333,-6.66666666666667,-6.27777777777778,-12.1666666666667,-11.7777777777778,-10,-2.72222222222222,5.27777777777778,2.33333333333333,-2.5,0.111111111111113,-1.55555555555556,-6.83333333333333,-6.55555555555556,-9.44444444444444,-6.61111111111111,-4.88888888888889,-3.94444444444445,2.27777777777778,-3,-5.55555555555556,-11.1111111111111,-10.4444444444444,-6.77777777777778,-0.499999999999999,-2.27777777777778,-0.333333333333334,0.666666666666668,-5.66666666666667,-12.8888888888889,-12.1666666666667,-7.77777777777778
"Site_8",3.11111111111111,0.833333333333333,0.944444444444446,1.22222222222222,6.72222222222222,4.77777777777778,1.61111111111111,0.999999999999998,0.0555555555555564,-1.72222222222222,-3.11111111111111,1.22222222222222,-4.83333333333333,-8.27777777777778,-7.27777777777778,-7.11111111111111,-9.22222222222222,-6.5,0.111111111111113,-3.5,-9.44444444444444,-8.94444444444445,2.05555555555556,-3.38888888888889,-8.33333333333333,-9.5,-15.2777777777778,-18.8888888888889,-18.1111111111111,-17.0555555555556,-18,-17.9444444444444,-15.9444444444444,-8.77777777777778,-4.22222222222222,-15.2222222222222,-20.4444444444444,-15.2222222222222,-4.5,-2.88888888888889,-1.88888888888889,6.38888888888889,11.2777777777778,-0.388888888888889,-12.2777777777778,-12.6666666666667,-6.66666666666667,-5,-3.83333333333333,-3.11111111111111,2.77777777777778,-0.555555555555556,-4.05555555555556,5.33333333333333,-4,-9.83333333333333,-6.55555555555556,4.55555555555556,2.27777777777778,-6.88888888888889,-11.5,-6.72222222222222,0.88888888888889,-9.61111111111111,-7.83333333333333,2.88888888888889,-2.72222222222222,-5.5,-2.77777777777778,-7.5,-4.11111111111111,3.16666666666667,2.22222222222222,-3.77777777777778,-4.94444444444444,0.722222222222221,5.22222222222222,-1.44444444444445,-3.55555555555555,-1.11111111111111,3.27777777777778,4.72222222222222,5.77777777777778,-2.27777777777778,-1.5,3.05555555555556,-1.16666666666667,2.5,4.16666666666667,6.38888888888889
"Site_9",3.77777777777778,0.611111111111112,0.944444444444446,0.555555555555556,6.44444444444445,4.22222222222222,1.22222222222222,0.166666666666665,0.111111111111113,-1.33333333333333,-2.33333333333333,0.222222222222221,-5.72222222222222,-9.22222222222222,-8.44444444444444,-7.38888888888889,-9.55555555555556,-6.88888888888889,0.111111111111113,-3.66666666666667,-9.88888888888889,-7.55555555555556,1.61111111111111,-4.05555555555556,-9.11111111111111,-11.2222222222222,-15.4444444444444,-18.7777777777778,-18,-17.6666666666667,-18.3888888888889,-18.9444444444444,-16.8333333333333,-8,-5,-15.5555555555556,-20.9444444444444,-15.8888888888889,-5.61111111111111,-2.77777777777778,-3,5.27777777777778,9.72222222222222,-1.44444444444445,-11.7222222222222,-13.0555555555556,-7,-6.05555555555556,-6.61111111111111,-4.61111111111111,2.83333333333333,0.777777777777777,-3.61111111111111,4.38888888888889,-4.44444444444444,-9.83333333333333,-7.05555555555556,3.77777777777778,2.38888888888889,-6.61111111111111,-11.0555555555556,-7.27777777777778,0.333333333333334,-9.55555555555556,-9.22222222222222,2.27777777777778,-2.77777777777778,-5.66666666666667,-4.05555555555556,-10,-6.94444444444444,1.94444444444444,1.05555555555555,-4,-5.55555555555556,0,2.11111111111111,-0.88888888888889,-3.77777777777778,-2.88888888888889,0.38888888888889,3.27777777777778,7.44444444444444,-1.38888888888889,-1.38888888888889,2.94444444444444,-0.333333333333334,1.83333333333333,2.72222222222222,5.66666666666667
"Site_10",0.166666666666665,3.55555555555555,3,-4.94444444444444,-5.77777777777778,-2.55555555555556,-5.88888888888889,-9.61111111111111,-6.55555555555556,-8.27777777777778,-7.33333333333333,-9.83333333333333,-9.11111111111111,0.777777777777777,1.61111111111111,0.166666666666665,-2.38888888888889,-5.38888888888889,-3.94444444444445,-1.5,8.83333333333333,3.83333333333333,-4.22222222222222,-3.38888888888889,-5.88888888888889,-5.38888888888889,-4.16666666666667,1.66666666666667,0.0555555555555564,-6.5,0.0555555555555564,-0.388888888888889,-4.83333333333333,-4.11111111111111,-0.777777777777777,-0.666666666666666,-3.83333333333333,-8,-2.11111111111111,0.111111111111113,-5.33333333333333,-10.7222222222222,-11.5555555555556,-10.3888888888889,-9.22222222222222,-4.83333333333333,-5.88888888888889,-9.33333333333333,-5.16666666666667,-10.6666666666667,-12.5555555555556,-15.9444444444444,-10.4444444444444,-2.38888888888889,3.72222222222222,-2.22222222222222,-7.55555555555556,-2.83333333333333,-10.4444444444444,-10.8888888888889,-8.72222222222222,-14.2222222222222,-13.2222222222222,-11.3888888888889,-5.38888888888889,3.27777777777778,3.27777777777778,-1.94444444444444,0.944444444444446,0.555555555555556,-6.83333333333333,-5.66666666666667,-8.61111111111111,-6.66666666666667,-4.66666666666667,-5.11111111111111,0.499999999999999,-3.44444444444444,-4.72222222222222,-10.3333333333333,-11.2777777777778,-9.33333333333333,-0.499999999999999,-3,-2.11111111111111,1.38888888888889,-4.55555555555556,-11.8888888888889,-12.3888888888889,-8.27777777777778
